Date,Time,Latitude,Longitude,Altitude,Heading,AE:62:55:5B:2B:C9 | AE:62:55:5B:2B:C9 @ CH4 (2427.0MHz),AC:23:16:29:7F:A2 | AC:23:16:29:7F:A2 @ CH1 (2412.0MHz),NaN | CC:BA:97:13:9B:54 @ CH1 (2412.0MHz),AC:23:16:29:7F:33 | AC:23:16:29:7F:33 @ CH64 (5320.0MHz),OI-HQ-ERM-Starlink | AE:62:55:2B:2B:C9 @ CH1 (2412.0MHz),AC:23:16:29:7F:32 | AC:23:16:29:7F:32 @ CH64 (5320.0MHz),OI-HQ-ERM-2.4g | B6:22:FF:F8:A8:0A @ CH1 (2412.0MHz),AC:23:16:29:7F:31 | AC:23:16:29:7F:31 @ CH64 (5320.0MHz),AC:23:16:29:7F:A3 | AC:23:16:29:7F:A3 @ CH1 (2412.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:34 @ CH64 (5320.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:A4 @ CH1 (2412.0MHz),AE:62:55:8B:2B:C9 | AE:62:55:8B:2B:C9 @ CH1 (2412.0MHz),AE:62:55:5B:2B:C9 | AE:62:55:5B:2B:C9 @ CH1 (2412.0MHz),OI-HQ-ERM-Starlink | AE:62:55:2B:2B:C9 @ CH4 (2427.0MHz),OI-HQ-ERM-Starlink | AE:62:55:3B:2B:C9 @ CH36 (5180.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:14 @ CH6 (2437.0MHz),OI-HQ-ERM-Starlink | AE:62:55:3B:2B:C9 @ CH40 (5200.0MHz),NaN | C0:35:32:DB:72:4B @ CH40 (5200.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH40 (5200.0MHz),AE:62:55:6B:2B:C9 | AE:62:55:6B:2B:C9 @ CH40 (5200.0MHz),DA:55:A8:0B:17:B8 | DA:55:A8:0B:17:B8 @ CH6 (2437.0MHz),NaN | 2C:CF:67:D8:AF:13 @ CH40 (5200.0MHz),MySpectrumWiFi54-2G | 78:29:ED:69:6B:52 @ CH6 (2437.0MHz),OI-HQ-ERM-5g | 6E:E2:63:83:99:6F @ CH40 (5200.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH36 (5180.0MHz),AE:62:55:6B:2B:C9 | AE:62:55:6B:2B:C9 @ CH36 (5180.0MHz),NaN | F0:77:C3:05:E4:9D @ CH36 (5180.0MHz),NaN | 04:68:74:86:FC:27 @ CH40 (5200.0MHz),NaN | 04:68:74:86:FC:27 @ CH36 (5180.0MHz),NaN | EC:91:61:9D:AA:21 @ CH6 (2437.0MHz),NaN | 00:BD:3E:72:30:3F @ CH10 (2457.0MHz),NaN | EC:91:61:9D:AA:21 @ CH40 (5200.0MHz),NaN | EC:91:61:9D:AA:21 @ CH36 (5180.0MHz),NaN | FC:B0:DE:2F:7D:19 @ CH36 (5180.0MHz),NaN | FC:B0:DE:2F:7D:19 @ CH40 (5200.0MHz),NaN | EC:91:61:6E:45:ED @ CH40 (5200.0MHz),NaN | 00:72:EE:34:2A:D3 @ CH6 (2437.0MHz),OI-HQ-ERM-2.4g | B6:22:FF:F8:A8:0A @ CH6 (2437.0MHz),NaN | EC:91:61:6E:45:ED @ CH36 (5180.0MHz),NaN | 2C:CF:67:D8:AF:13 @ CH36 (5180.0MHz),NaN | 00:00:00:00:00:00 @ CH40 (5200.0MHz),OI-HQ-ERM-5g | 6E:E2:63:83:99:6F @ CH36 (5180.0MHz),NaN | 00:00:00:00:00:00 @ CH36 (5180.0MHz),NaN | F0:77:C3:05:E4:9D @ CH40 (5200.0MHz),NaN | 62:DB:F0:A7:A9:93 @ CH4 (2427.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH36 (5180.0MHz),NaN | 5E:7D:E8:02:E6:08 @ CH36 (5180.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH40 (5200.0MHz),SpectrumSetup-BD | 74:37:5F:4A:23:CF @ CH10 (2457.0MHz),AC:23:16:29:92:32 | AC:23:16:29:92:32 @ CH10 (2457.0MHz),AC:23:16:29:92:33 | AC:23:16:29:92:33 @ CH10 (2457.0MHz),NaN | 48:51:C5:BA:44:92 @ CH40 (5200.0MHz),NaN | 64:49:7D:62:61:37 @ CH40 (5200.0MHz),perfumeplaza | 90:D3:CF:04:BD:92 @ CH40 (5200.0MHz),AC:23:16:29:7F:11 | AC:23:16:29:7F:11 @ CH6 (2437.0MHz),NaN | 84:9E:56:52:3D:43 @ CH40 (5200.0MHz),NaN | 4E:E8:B8:2A:93:8E @ CH4 (2427.0MHz),NaN | 84:9E:56:52:3D:43 @ CH36 (5180.0MHz),NaN | 64:49:7D:62:61:37 @ CH36 (5180.0MHz),iPhone | EE:B6:CF:02:EF:D7 @ CH6 (2437.0MHz),NaN | 48:51:C5:BA:44:92 @ CH36 (5180.0MHz),NaN | 64:49:7D:62:61:37 @ CH48 (5240.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH48 (5240.0MHz),MySpectrumWiFi54-5G | 78:29:ED:69:6B:53 @ CH40 (5200.0MHz),NaN | 91:D3:CF:04:BD:92 @ CH48 (5240.0MHz),NaN | FC:B0:DE:2F:7D:19 @ CH48 (5240.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH48 (5240.0MHz),NaN | EC:91:61:9D:AA:21 @ CH48 (5240.0MHz),BBW-Guest-Wifi | AC:23:16:29:92:54 @ CH52 (5260.0MHz),NaN | 84:9E:56:52:3D:43 @ CH48 (5240.0MHz),OI-HQ-ERM-5g | 6E:E2:63:83:99:6F @ CH52 (5260.0MHz),NaN | 48:51:C5:BA:44:92 @ CH48 (5240.0MHz),NaN | C0:35:32:DB:72:4B @ CH52 (5260.0MHz),AC:23:16:29:92:51 | AC:23:16:29:92:51 @ CH52 (5260.0MHz),AC:23:16:29:92:52 | AC:23:16:29:92:52 @ CH52 (5260.0MHz),NaN | BA:52:C9:56:40:2C @ CH48 (5240.0MHz),AC:23:16:29:92:53 | AC:23:16:29:92:53 @ CH52 (5260.0MHz),OI-HQ-ERM-Starlink | AE:62:55:3B:2B:C9 @ CH48 (5240.0MHz),OI-HQ-ERM-5g | 6E:E2:63:83:99:6F @ CH48 (5240.0MHz),DA:55:B8:0B:17:B8 | DA:55:B8:0B:17:B8 @ CH104 (5520.0MHz),NaN | 18:A5:FF:FC:BD:E7 @ CH161 (5805.0MHz),NaN | 00:A5:54:30:DB:6C @ CH3 (2422.0MHz),OI-HQ-ERM-2.4g | B6:22:FF:F8:A8:0A @ CH3 (2422.0MHz),NaN | C0:35:32:DB:72:4B @ CH161 (5805.0MHz),AE:62:55:7B:2B:C9 | AE:62:55:7B:2B:C9 @ CH153 (5765.0MHz),OI-HQ-ERM-Starlink | AE:62:55:4B:2B:C9 @ CH153 (5765.0MHz),NaN | B0:7D:64:57:35:05 @ CH3 (2422.0MHz),NaN | 5C:61:99:94:C0:7F @ CH3 (2422.0MHz),MySpectrumWiFie8-2G | F0:81:75:D8:C7:EE @ CH6 (2437.0MHz),NaN | C0:35:32:DB:72:4B @ CH3 (2422.0MHz),NaN | 14:B5:CD:1E:10:B3 @ CH3 (2422.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH36 (5180.0MHz),NaN | 00:A5:54:30:DB:6C @ CH6 (2437.0MHz),NaN | 48:51:C5:BA:44:92 @ CH44 (5220.0MHz),NaN | EC:91:61:9D:AA:21 @ CH44 (5220.0MHz),NaN | D4:95:24:7C:6B:B9 @ CH44 (5220.0MHz),NaN | 2C:CF:67:D8:AF:13 @ CH44 (5220.0MHz),NaN | 64:49:7D:62:61:37 @ CH44 (5220.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH44 (5220.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH44 (5220.0MHz),NaN | EC:91:61:6E:45:ED @ CH44 (5220.0MHz),NaN | 91:D3:CF:04:BD:92 @ CH40 (5200.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH44 (5220.0MHz),perfumeplaza | 90:D3:CF:04:BD:92 @ CH44 (5220.0MHz),AC:23:16:29:92:52 | AC:23:16:29:92:52 @ CH56 (5280.0MHz),82:07:7D:BD:A4:8B | 82:07:7D:BD:A4:8B @ CH44 (5220.0MHz),NaN | 04:68:74:86:FC:27 @ CH44 (5220.0MHz),AC:23:16:29:92:53 | AC:23:16:29:92:53 @ CH56 (5280.0MHz),NaN | F0:77:C3:05:E4:9D @ CH44 (5220.0MHz),NaN | FC:B0:DE:2F:7D:19 @ CH52 (5260.0MHz),ASHA CORI INC | 54:07:7D:BD:A4:89 @ CH44 (5220.0MHz),AC:23:16:29:92:51 | AC:23:16:29:92:51 @ CH56 (5280.0MHz),OI-HQ-ERM-Starlink | AE:62:55:3B:2B:C9 @ CH44 (5220.0MHz),NaN | 78:93:C3:CB:6B:01 @ CH44 (5220.0MHz),OI-HQ-ERM-5g | 6E:E2:63:83:99:6F @ CH44 (5220.0MHz),Spectrum Mobile | 72:D3:CF:04:BD:92 @ CH44 (5220.0MHz),NaN | 00:00:00:00:00:00 @ CH44 (5220.0MHz),NaN | FC:B0:DE:2F:7D:19 @ CH44 (5220.0MHz),NaN | C8:1C:FE:3F:1B:B5 @ CH104 (5520.0MHz),VT_WiFi | E2:55:B8:0B:17:B8 @ CH104 (5520.0MHz),AC:23:16:29:7F:C2 | AC:23:16:29:7F:C2 @ CH140 (5700.0MHz),AC:23:16:29:7F:C1 | AC:23:16:29:7F:C1 @ CH140 (5700.0MHz),AC:23:16:29:7F:A3 | AC:23:16:29:7F:A3 @ CH2 (2417.0MHz),NaN | 00:A5:54:30:DB:6C @ CH2 (2417.0MHz),AC:23:16:29:7F:A2 | AC:23:16:29:7F:A2 @ CH2 (2417.0MHz),NaN | 9C:76:13:F6:C5:C3 @ CH11 (2462.0MHz),SpectrumSetup-BD | 74:37:5F:4A:23:CF @ CH11 (2462.0MHz),NaN | B2:87:76:15:8C:16 @ CH40 (5200.0MHz),AC:23:16:29:92:31 | AC:23:16:29:92:31 @ CH11 (2462.0MHz),NaN | 5C:47:5E:19:55:77 @ CH11 (2462.0MHz),AC:23:16:29:92:32 | AC:23:16:29:92:32 @ CH11 (2462.0MHz),AC:23:16:29:92:33 | AC:23:16:29:92:33 @ CH11 (2462.0MHz),NaN | 5C:47:5E:27:39:39 @ CH11 (2462.0MHz),AC:23:16:29:7F:A1 | AC:23:16:29:7F:A1 @ CH2 (2417.0MHz),AC:23:16:29:7F:13 | AC:23:16:29:7F:13 @ CH6 (2437.0MHz),AC:23:16:29:7F:12 | AC:23:16:29:7F:12 @ CH6 (2437.0MHz),AE:62:55:5B:2B:C9 | AE:62:55:5B:2B:C9 @ CH2 (2417.0MHz),NaN | 74:37:5F:4A:23:CC @ CH11 (2462.0MHz),AE:62:55:8B:2B:C9 | AE:62:55:8B:2B:C9 @ CH2 (2417.0MHz),NaN | FA:FF:62:DF:B8:1A @ CH40 (5200.0MHz),NaN | 00:BD:3E:72:30:3F @ CH11 (2462.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH40 (5200.0MHz),BBW-Guest-Wifi | AC:23:16:29:92:34 @ CH11 (2462.0MHz),NaN | 84:9E:56:52:3D:43 @ CH44 (5220.0MHz),NaN | 64:49:7D:62:61:37 @ CH56 (5280.0MHz),NaN | FA:FF:62:DF:B8:1A @ CH44 (5220.0MHz),NaN | FA:FF:62:DF:B8:1A @ CH48 (5240.0MHz),NaN | 92:ED:E4:F6:36:12 @ CH44 (5220.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH60 (5300.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH56 (5280.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH48 (5240.0MHz),NaN | FC:B0:DE:2F:7D:19 @ CH56 (5280.0MHz),NaN | 00:00:00:00:00:00 @ CH48 (5240.0MHz),NaN | EC:91:61:6E:45:ED @ CH48 (5240.0MHz),NaN | F0:77:C3:05:E4:9D @ CH48 (5240.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH56 (5280.0MHz),NaN | C0:35:32:DB:72:4B @ CH48 (5240.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH60 (5300.0MHz),NaN | C0:35:32:DB:72:4B @ CH44 (5220.0MHz),NaN | C8:1C:FE:3F:1B:B5 @ CH108 (5540.0MHz),Store_Wifi | E6:55:B8:0B:17:B8 @ CH104 (5520.0MHz),AC:23:16:29:7F:11 | AC:23:16:29:7F:11 @ CH5 (2432.0MHz),AE:62:55:8B:2B:C9 | AE:62:55:8B:2B:C9 @ CH5 (2432.0MHz),AC:23:16:29:7F:11 | AC:23:16:29:7F:11 @ CH7 (2442.0MHz),iPhone | EE:B6:CF:02:EF:D7 @ CH5 (2432.0MHz),AC:23:16:29:7F:12 | AC:23:16:29:7F:12 @ CH7 (2442.0MHz),AC:23:16:29:7F:13 | AC:23:16:29:7F:13 @ CH7 (2442.0MHz),MySpectrumWiFi54-2G | 78:29:ED:69:6B:52 @ CH11 (2462.0MHz),AC:23:16:29:7F:A1 | AC:23:16:29:7F:A1 @ CH1 (2412.0MHz),NaN | 00:A5:54:30:DB:6C @ CH5 (2432.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:14 @ CH7 (2442.0MHz),AE:62:55:5B:2B:C9 | AE:62:55:5B:2B:C9 @ CH5 (2432.0MHz),NaN | BA:52:C9:56:40:2C @ CH36 (5180.0MHz),NaN | B0:7D:64:57:35:05 @ CH5 (2432.0MHz),MySpectrumWiFi54-2G | 78:29:ED:69:6B:52 @ CH5 (2432.0MHz),iPhone | EE:B6:CF:02:EF:D7 @ CH11 (2462.0MHz),NaN | 90:10:57:F7:E6:03 @ CH52 (5260.0MHz),NaN | EC:91:61:9D:AA:21 @ CH52 (5260.0MHz),NaN | C0:35:32:DB:72:4B @ CH36 (5180.0MHz),NaN | BA:52:C9:56:40:2C @ CH44 (5220.0MHz),NaN | F0:77:C3:05:E4:9D @ CH52 (5260.0MHz),NaN | 7C:70:DB:41:33:13 @ CH48 (5240.0MHz),NaN | 64:49:7D:62:61:37 @ CH52 (5260.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH52 (5260.0MHz),NaN | 04:68:74:86:FC:27 @ CH60 (5300.0MHz),NaN | 04:68:74:86:FC:27 @ CH48 (5240.0MHz),NaN | 00:00:00:00:00:00 @ CH52 (5260.0MHz),NaN | 2C:CF:67:D8:AF:13 @ CH48 (5240.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH52 (5260.0MHz),AE:62:55:6B:2B:C9 | AE:62:55:6B:2B:C9 @ CH44 (5220.0MHz),NaN | 00:A5:54:30:DB:6C @ CH112 (5560.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:C4 @ CH140 (5700.0MHz),AC:23:16:29:7F:C3 | AC:23:16:29:7F:C3 @ CH140 (5700.0MHz),WF2_3030f942673c | 30:30:F9:42:67:3D @ CH1 (2412.0MHz),TMOBILE-massage | 64:67:72:3D:59:61 @ CH1 (2412.0MHz),BBW-Guest-Wifi | AC:23:16:29:92:34 @ CH10 (2457.0MHz),AC:23:16:29:92:31 | AC:23:16:29:92:31 @ CH10 (2457.0MHz),NaN | E0:3E:44:10:92:50 @ CH52 (5260.0MHz),NaN | EC:91:61:6E:45:ED @ CH52 (5260.0MHz),OI-HQ-ERM-Starlink | AE:62:55:3B:2B:C9 @ CH52 (5260.0MHz),AC:23:16:29:7F:32 | AC:23:16:29:7F:32 @ CH100 (5500.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:34 @ CH100 (5500.0MHz),AC:23:16:29:7F:31 | AC:23:16:29:7F:31 @ CH100 (5500.0MHz),AC:23:16:29:7F:33 | AC:23:16:29:7F:33 @ CH100 (5500.0MHz),NaN | EC:91:61:9D:AA:21 @ CH3 (2422.0MHz),NaN | E0:3E:44:10:A6:68 @ CH9 (2452.0MHz),NaN | 34:98:7A:FC:8F:38 @ CH3 (2422.0MHz),NaN | C0:F5:35:F2:BC:35 @ CH3 (2422.0MHz),Store_Wifi | E4:55:A8:0B:17:B8 @ CH6 (2437.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:14 @ CH9 (2452.0MHz),NaN | CC:BA:97:13:9B:54 @ CH3 (2422.0MHz),NaN | C0:F5:35:4C:9B:24 @ CH44 (5220.0MHz),NaN | 00:D4:9E:C6:B6:2D @ CH44 (5220.0MHz),NaN | F0:81:75:0E:64:8F @ CH44 (5220.0MHz),NaN | 84:5C:F3:26:FD:B8 @ CH44 (5220.0MHz),NaN | 84:90:0A:B5:0F:6C @ CH44 (5220.0MHz),Store_Wifi | E6:55:B8:0B:17:B8 @ CH108 (5540.0MHz),NaN | 34:98:7A:FC:8F:38 @ CH2 (2417.0MHz),00:15:70:CC:1B:D0 | 00:15:70:CC:1B:D0 @ CH6 (2437.0MHz),NaN | 34:98:7A:FC:8F:38 @ CH6 (2437.0MHz),OI-HQ-ERM-Starlink | AE:62:55:2B:2B:C9 @ CH2 (2417.0MHz),ASHA CORI INC | 54:07:7D:BD:A4:8A @ CH8 (2447.0MHz),NaN | 64:9A:63:35:BA:EB @ CH11 (2462.0MHz),SpectrumSetup-BD | 74:37:5F:4A:23:CF @ CH40 (5200.0MHz),00:15:70:CC:1B:D1 | 00:15:70:CC:1B:D1 @ CH8 (2447.0MHz),iPhone | EE:B6:CF:02:EF:D7 @ CH8 (2447.0MHz),NaN | F0:22:1D:82:49:1A @ CH8 (2447.0MHz),NaN | 90:D3:CF:04:BD:91 @ CH11 (2462.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH56 (5280.0MHz),NaN | BA:52:C9:56:40:2C @ CH40 (5200.0MHz),NaN | 73:D3:CF:04:BD:92 @ CH48 (5240.0MHz),NaN | 7C:70:DB:41:33:13 @ CH44 (5220.0MHz),Store_Wifi | E4:55:A8:0B:17:B8 @ CH104 (5520.0MHz),NaN | 40:E1:E4:83:58:60 @ CH161 (5805.0MHz),NaN | 78:29:ED:4C:CB:4E @ CH161 (5805.0MHz),NaN | 94:BD:BE:89:37:04 @ CH161 (5805.0MHz),MySpectrumWiFi54-2G | 78:29:ED:69:6B:52 @ CH7 (2442.0MHz),OI-HQ-ERM-2.4g | B6:22:FF:F8:A8:0A @ CH5 (2432.0MHz),NaN | 64:9A:63:35:BA:EB @ CH36 (5180.0MHz),NaN | 5C:47:5E:27:39:39 @ CH36 (5180.0MHz),NaN | 14:B5:CD:1E:10:B3 @ CH5 (2432.0MHz),iPhone | EE:B6:CF:02:EF:D7 @ CH7 (2442.0MHz),NaN | EC:91:61:9C:EB:97 @ CH5 (2432.0MHz),NaN | B0:7D:64:57:35:05 @ CH44 (5220.0MHz),NaN | 94:83:C4:A2:C1:20 @ CH44 (5220.0MHz),NaN | 8A:26:F8:D4:8A:A3 @ CH52 (5260.0MHz),NaN | 48:51:C5:BA:44:92 @ CH52 (5260.0MHz),NaN | C2:F4:A6:21:8B:A4 @ CH48 (5240.0MHz),NaN | C2:F4:A6:21:8B:A4 @ CH44 (5220.0MHz),NaN | B0:7D:64:57:35:05 @ CH48 (5240.0MHz),NaN | 73:D3:CF:04:BD:92 @ CH44 (5220.0MHz),NaN | EA:FE:5C:03:2E:86 @ CH44 (5220.0MHz),NaN | 00:A5:54:30:DB:6C @ CH108 (5540.0MHz),NaN | 6A:E5:55:AF:BA:CF @ CH36 (5180.0MHz),NaN | 00:A5:54:30:DB:6C @ CH1 (2412.0MHz),NaN | 34:98:7A:FC:8F:38 @ CH10 (2457.0MHz),VT_WiFi | E2:55:A8:0B:17:B8 @ CH6 (2437.0MHz),AE:62:55:8B:2B:C9 | AE:62:55:8B:2B:C9 @ CH4 (2427.0MHz),NaN | 6A:E5:55:AF:BA:CF @ CH48 (5240.0MHz),NaN | 7C:70:DB:41:33:13 @ CH40 (5200.0MHz),NaN | 04:68:74:86:FC:27 @ CH52 (5260.0MHz),NaN | 6A:E5:55:AF:BA:CF @ CH40 (5200.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH52 (5260.0MHz),NaN | 73:D3:CF:04:BD:92 @ CH40 (5200.0MHz),NaN | E0:3E:44:10:7F:30 @ CH64 (5320.0MHz),NaN | E0:D4:64:D9:81:5E @ CH64 (5320.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH3 (2422.0MHz),NaN | 62:DB:F0:A7:A9:93 @ CH3 (2422.0MHz),OI-HQ-ERM-Starlink | AE:62:55:2B:2B:C9 @ CH3 (2422.0MHz),NaN | B0:7D:64:57:35:05 @ CH6 (2437.0MHz),NaN | C8:1C:FE:3F:4B:83 @ CH6 (2437.0MHz),NaN | 2C:CF:67:D8:AF:1C @ CH3 (2422.0MHz),NaN | 06:55:8E:E1:CF:E8 @ CH9 (2452.0MHz),NaN | 6A:E5:55:AF:BA:CF @ CH44 (5220.0MHz),NaN | 94:83:C4:A2:C1:20 @ CH6 (2437.0MHz),MySpectrumWiFi48-2G | 34:49:5B:C2:24:4E @ CH6 (2437.0MHz),AC:23:16:29:7F:A3 | AC:23:16:29:7F:A3 @ CH6 (2437.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH2 (2417.0MHz),NaN | B8:2C:A0:E1:66:4A @ CH11 (2462.0MHz),NaN | EC:91:61:6E:45:ED @ CH56 (5280.0MHz),NaN | 00:00:00:00:00:00 @ CH56 (5280.0MHz),OI-HQ-ERM-Starlink | AE:62:55:3B:2B:C9 @ CH56 (5280.0MHz),NaN | CC:BA:97:13:9B:54 @ CH44 (5220.0MHz),NaN | 48:51:C5:BA:44:92 @ CH60 (5300.0MHz),NaN | 4A:8A:7D:CE:F2:F6 @ CH153 (5765.0MHz),NaN | F0:81:75:D8:C7:EF @ CH157 (5785.0MHz),NaN | 74:37:5F:4A:23:CE @ CH157 (5785.0MHz),NaN | 94:BD:BE:89:37:04 @ CH157 (5785.0MHz),NaN | 16:37:5F:4A:23:CE @ CH157 (5785.0MHz),AC:23:16:29:7F:12 | AC:23:16:29:7F:12 @ CH5 (2432.0MHz),NaN | 00:72:EE:34:2A:D3 @ CH5 (2432.0MHz),WF2_ecda3b7ad5d4 | EC:DA:3B:7A:D5:D5 @ CH5 (2432.0MHz),NaN | D0:3F:27:78:89:33 @ CH5 (2432.0MHz),NaN | 9A:2A:C2:84:2A:27 @ CH44 (5220.0MHz),NaN | BA:52:C9:56:40:2C @ CH52 (5260.0MHz),NaN | 9A:2A:C2:84:2A:27 @ CH48 (5240.0MHz),NaN | 00:A5:54:30:DB:6C @ CH100 (5500.0MHz),NaN | 2C:CF:67:D8:AF:13 @ CH60 (5300.0MHz),NaN | 4C:79:6E:D5:C0:B9 @ CH108 (5540.0MHz),NaN | A6:05:D0:EE:FE:BC @ CH10 (2457.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH161 (5805.0MHz),OI-HQ-ERM-2.4g | B6:22:FF:F8:A8:0A @ CH4 (2427.0MHz),NaN | 82:48:1F:44:56:02 @ CH10 (2457.0MHz),NaN | E4:55:A8:0B:17:B7 @ CH1 (2412.0MHz),AC:23:16:29:7F:A1 | AC:23:16:29:7F:A1 @ CH4 (2427.0MHz),NaN | 84:9E:56:52:3D:43 @ CH52 (5260.0MHz),NaN | A6:EA:F3:42:0E:56 @ CH10 (2457.0MHz),NaN | 94:83:C4:A2:C1:1F @ CH40 (5200.0MHz),NaN | A8:4A:63:CA:CF:38 @ CH40 (5200.0MHz),NaN | D0:3F:27:78:89:33 @ CH3 (2422.0MHz),NaN | 00:A5:54:30:DB:6C @ CH44 (5220.0MHz),NaN | E4:55:A8:0B:17:B7 @ CH52 (5260.0MHz),OI-HQ-ERM-Starlink | AE:62:55:3B:2B:C9 @ CH60 (5300.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH60 (5300.0MHz),NaN | EC:91:61:9D:AA:21 @ CH60 (5300.0MHz),NaN | EC:91:61:6E:45:ED @ CH60 (5300.0MHz),OI-HQ-ERM-5g | 6E:E2:63:83:99:6F @ CH60 (5300.0MHz),NaN | 78:29:ED:6F:49:25 @ CH6 (2437.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH165 (5825.0MHz),TMOBILE-BDE4 | 18:A5:FF:FC:BD:E6 @ CH6 (2437.0MHz),NaN | DC:E9:94:1B:FB:54 @ CH8 (2447.0MHz),NaN | 2C:9C:58:58:FB:ED @ CH157 (5785.0MHz),NaN | 00:72:EE:34:2A:D3 @ CH8 (2447.0MHz),NaN | 54:E0:19:E9:32:49 @ CH6 (2437.0MHz),NaN | F0:77:C3:05:E4:9D @ CH56 (5280.0MHz),NaN | 1E:E2:38:0F:CD:C5 @ CH48 (5240.0MHz),NaN | 48:51:C5:BA:44:92 @ CH56 (5280.0MHz),OI-HQ-ERM-5g | 6E:E2:63:83:99:6F @ CH56 (5280.0MHz),NaN | 2C:CF:67:D8:AF:13 @ CH56 (5280.0MHz),NaN | 64:49:7D:62:61:37 @ CH60 (5300.0MHz),NaN | 00:72:EE:34:2A:D3 @ CH7 (2442.0MHz),NaN | DE:2A:56:52:07:95 @ CH1 (2412.0MHz),NaN | 62:DB:F0:A7:A9:93 @ CH5 (2432.0MHz),NaN | 64:9A:63:6D:C3:AF @ CH11 (2462.0MHz),NaN | 00:A5:54:30:DB:6C @ CH64 (5320.0MHz),NaN | 34:49:5B:C2:24:4F @ CH157 (5785.0MHz),NaN | EC:91:61:9D:AA:21 @ CH1 (2412.0MHz),MySpectrumWiFie8-2G | F0:81:75:D8:C7:EE @ CH10 (2457.0MHz),NaN | EC:91:61:9D:AA:21 @ CH4 (2427.0MHz),BBW-Guest-Wifi | AC:23:16:29:7F:A4 @ CH4 (2427.0MHz),NaN | 3C:58:C2:6D:0A:D3 @ CH4 (2427.0MHz),VT_WiFi | E2:55:B8:0B:17:B7 @ CH52 (5260.0MHz),NaN | C8:1C:FE:3F:1B:B5 @ CH100 (5500.0MHz),NaN | 7C:70:DB:41:33:13 @ CH3 (2422.0MHz),NaN | C0:F5:35:4C:9B:24 @ CH3 (2422.0MHz),NaN | F4:C8:8A:F5:07:BC @ CH161 (5805.0MHz),NaN | F0:22:1D:82:49:AD @ CH9 (2452.0MHz),NaN | CC:BA:97:13:9B:54 @ CH2 (2417.0MHz)
2025-10-22,15:24:48,0.0,0.0,0.0,0.0,-58.0,-66.0,-48.0,-86.0,-58.0,-84.0,-68.0,-86.0,-62.0,-86.0,-64.0,-52.0,-60.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
